LREntryNo,LREntryDate,VehicleNo,Capacity,Vehicle_Type,Vehicle_Ownership_Type,CustomerName,From_Station,To_Station,NetWt_Tons,Freight_Revenue_INR,Fuel_Cost_INR,Driver_Allowance_INR,Toll_Charges_INR,Total_Trip_Cost_INR,Profit_Margin_INR,Profit_Margin_Percent,Actual_Distance_Km,Trip_Duration_Hours,Delay_Hours
LR-2025-080826,2025-12-18,WB-80-CB-6029,32,LCV,Attached,JSW Steel,Bhilai Steel Plant,Surat,23.8,74549,34705,5090,3241,72022,2527,3.39,2718,31.9,0
LR-2025-080827,2025-07-21,GJ-24-CA-8570,19,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Indore,15.6,67361,48037,4925,4380,57974,9387,13.94,1786,27.6,2
LR-2025-080828,2025-11-26,TN-47-AA-5345,21,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Mumbai,16.1,69155,28922,5515,4421,81629,-12474,-18.04,2488,61.1,3
LR-2025-080829,2025-11-23,WB-30-CA-3286,25,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Delhi NCR,10.3,55408,44228,3987,4064,69910,-14502,-26.17,2845,66.5,0
LR-2025-080830,2025-08-09,GJ-55-AB-4628,16,Trailer,Market,NMDC Ltd,Durgapur Steel,Pune,21.2,69675,30448,5526,5095,59443,10232,14.69,548,34.5,0
LR-2025-080831,2025-10-24,KA-43-AB-6695,25,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Chennai,30.2,87398,33503,2859,2411,91003,-3605,-4.12,2211,60.1,4
LR-2025-080832,2025-12-12,RJ-59-CA-2668,28,LCV,Attached,Essar Steel,Bhilai Steel Plant,Bengaluru,28.2,37096,41323,5442,2632,28205,8891,23.97,450,67.0,6
LR-2025-080833,2025-08-03,GJ-82-BA-8180,28,HCV,Market,Jindal Steel,Visakhapatnam Steel,Hyderabad,23.5,59388,37280,4569,3638,54177,5211,8.77,2712,18.9,2
LR-2025-080834,2025-07-09,HR-77-CB-3654,25,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Ahmedabad,27.9,81252,20288,2927,2262,100296,-19044,-23.44,1215,40.0,4
LR-2025-080835,2025-10-15,GJ-48-BB-3154,28,Open,Attached,AM/NS India,Kolkata Steel Depot,Jaipur,22.0,42052,20835,4411,3782,33001,9051,21.52,1503,53.3,6
LR-2025-080836,2025-09-12,RJ-31-BB-1632,25,Trailer,Market,Lloyds Metals,Durgapur Steel,Lucknow,12.5,70610,26260,3278,3125,86797,-16187,-22.92,1789,50.2,0
LR-2025-080837,2025-09-06,UP-33-AC-3046,28,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Coimbatore,9.7,65305,33460,3682,4401,54282,11023,16.88,1587,40.6,0
LR-2025-080838,2025-09-15,GJ-79-BB-6335,21,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Surat,22.0,66696,46644,4136,2499,61347,5349,8.02,774,63.5,3
LR-2025-080839,2025-12-22,KA-20-AC-5709,21,HCV,Market,SRMB Steel,Visakhapatnam Steel,Indore,24.8,69020,32297,3216,2480,60539,8481,12.29,2820,19.2,2
LR-2025-080840,2025-11-06,HR-18-CB-4880,32,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Mumbai,12.5,59846,48363,4826,2443,49458,10388,17.36,2123,59.3,0
LR-2025-080841,2025-07-18,RJ-81-BC-6263,28,Open,Attached,JSW Steel,Kolkata Steel Depot,Delhi NCR,16.3,69754,29858,5193,4538,79546,-9792,-14.04,1630,25.5,3
LR-2025-080842,2025-10-04,HR-61-AB-9230,21,Trailer,Market,SAIL Bokaro,Durgapur Steel,Pune,19.8,43171,23507,4637,2072,48812,-5641,-13.07,604,34.8,0
LR-2025-080843,2025-09-22,GJ-86-AB-5232,25,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Chennai,19.0,89815,35645,4731,2743,97997,-8182,-9.11,1879,51.8,0
LR-2025-080844,2025-08-10,GJ-24-CB-2951,21,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Bengaluru,21.7,43250,48111,3616,2864,39562,3688,8.53,1565,63.5,1
LR-2025-080845,2025-08-20,WB-38-BA-3044,28,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Hyderabad,14.1,36401,23449,6025,2081,33975,2426,6.66,1203,29.4,1
LR-2025-080846,2025-09-05,WB-75-CB-9290,28,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Ahmedabad,28.2,73378,22477,4244,5053,93176,-19798,-26.98,1093,42.9,0
LR-2025-080847,2025-08-03,TN-33-BC-2025,21,Open,Attached,Essar Steel,Kolkata Steel Depot,Jaipur,13.3,34631,47174,5632,3052,31456,3175,9.17,2053,34.3,1
LR-2025-080848,2025-08-22,WB-22-AB-6836,25,Trailer,Market,Jindal Steel,Durgapur Steel,Lucknow,23.9,55458,30320,3998,2943,63169,-7711,-13.9,1942,43.8,2
LR-2025-080849,2025-11-12,TN-85-AB-6085,19,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Coimbatore,13.9,63012,43955,3359,4207,72212,-9200,-14.6,2737,30.4,0
LR-2025-080850,2025-09-27,WB-88-AA-1605,16,LCV,Attached,AM/NS India,Bhilai Steel Plant,Surat,10.5,86026,40300,4764,2733,84616,1410,1.64,2745,16.9,4
LR-2025-080851,2025-09-27,UP-22-AB-9852,28,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Indore,18.1,88569,37038,3977,2497,110196,-21627,-24.42,1587,37.8,2
LR-2025-080852,2025-10-08,KA-84-BC-8176,19,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Mumbai,21.3,67724,42309,6174,4974,78815,-11091,-16.38,2388,34.4,1
LR-2025-080853,2025-11-21,HR-85-AA-3935,19,Open,Attached,Shyam Steel,Kolkata Steel Depot,Delhi NCR,11.0,56841,48327,5794,4006,65492,-8651,-15.22,683,61.9,0
LR-2025-080854,2025-07-21,KA-20-CB-1235,21,Trailer,Market,SRMB Steel,Durgapur Steel,Pune,25.3,69418,37611,3875,3146,59527,9891,14.25,785,60.2,2
LR-2025-080855,2025-11-13,TN-76-AB-2359,19,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Chennai,24.7,47507,19945,3659,3963,46616,891,1.88,2439,35.1,0
LR-2025-080856,2025-12-03,MH-88-CB-9827,16,LCV,Attached,JSW Steel,Bhilai Steel Plant,Bengaluru,15.3,69151,40056,5161,1846,56657,12494,18.07,472,57.3,1
LR-2025-080857,2025-07-30,UP-23-CB-8667,28,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Hyderabad,10.5,90784,38684,3405,4094,114602,-23818,-26.24,2121,67.8,1
LR-2025-080858,2025-09-19,HR-90-BC-9267,28,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Ahmedabad,25.3,48484,48453,5867,1848,57600,-9116,-18.8,1684,26.9,1
LR-2025-080859,2025-11-22,HR-83-BA-2307,16,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Jaipur,14.7,35309,26234,5149,3742,40534,-5225,-14.8,1639,23.5,3
LR-2025-080860,2025-09-05,WB-83-AA-9701,21,Trailer,Market,NMDC Ltd,Durgapur Steel,Lucknow,26.9,56908,24623,4857,4737,46839,10069,17.69,883,18.4,0
LR-2025-080861,2025-10-30,KA-36-CA-2141,21,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Coimbatore,29.1,91627,50518,3642,3352,76099,15528,16.95,2026,23.8,0
LR-2025-080862,2025-08-15,TN-82-BA-4424,21,LCV,Attached,Essar Steel,Bhilai Steel Plant,Surat,14.6,48223,21955,5684,1829,53957,-5734,-11.89,1747,46.5,8
LR-2025-080863,2025-09-04,HR-56-BB-8378,32,HCV,Market,Jindal Steel,Visakhapatnam Steel,Indore,14.7,83235,39909,4380,5160,99683,-16448,-19.76,1918,29.4,0
LR-2025-080864,2025-11-24,HR-58-BB-5032,25,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Mumbai,29.6,46185,20791,5503,2348,43676,2509,5.43,2461,67.0,0
LR-2025-080865,2025-11-13,TN-93-CA-7715,16,Open,Attached,AM/NS India,Kolkata Steel Depot,Delhi NCR,16.7,45908,34342,4008,2525,45798,110,0.24,2514,20.6,2
LR-2025-080866,2025-09-09,HR-14-AB-8566,21,Trailer,Market,Lloyds Metals,Durgapur Steel,Pune,22.8,50805,31417,4171,3993,40426,10379,20.43,1607,38.9,0
LR-2025-080867,2025-12-14,MH-95-AA-3217,25,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Chennai,30.1,58464,18542,3881,2384,73719,-15255,-26.09,2373,39.5,0
LR-2025-080868,2025-11-27,GJ-91-BB-5433,25,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Bengaluru,11.9,90178,33067,5224,3098,92409,-2231,-2.47,1245,67.9,0
LR-2025-080869,2025-09-07,KA-61-BB-1058,28,HCV,Market,SRMB Steel,Visakhapatnam Steel,Hyderabad,13.1,71691,51138,4997,4927,84208,-12517,-17.46,1519,68.6,0
LR-2025-080870,2025-10-03,RJ-24-BA-6384,28,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Ahmedabad,25.2,84152,47732,3356,3810,75754,8398,9.98,884,41.4,4
LR-2025-080871,2025-09-06,HR-23-CA-5439,32,Open,Attached,JSW Steel,Kolkata Steel Depot,Jaipur,25.6,35394,20301,3631,3049,38712,-3318,-9.37,1233,49.1,2
LR-2025-080872,2025-11-01,KA-66-BC-9388,19,Trailer,Market,SAIL Bokaro,Durgapur Steel,Lucknow,24.9,38260,32054,4457,2963,39170,-910,-2.38,2325,41.2,3
LR-2025-080873,2025-12-21,WB-89-AB-6719,19,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Coimbatore,20.3,40179,45468,2894,2563,35395,4784,11.91,2612,23.2,0
LR-2025-080874,2025-12-13,GJ-18-AC-4811,16,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Surat,22.3,51334,41337,4644,3691,60036,-8702,-16.95,928,16.4,2
LR-2025-080875,2025-08-19,GJ-22-BA-3614,21,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Indore,17.3,38344,33741,5056,4434,29534,8810,22.98,688,19.3,0
LR-2025-080876,2025-07-14,UP-28-BB-9912,25,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Mumbai,10.1,74378,49107,3418,4849,68500,5878,7.9,1976,71.0,3
LR-2025-080877,2025-11-07,UP-57-AB-9126,21,Open,Attached,Essar Steel,Kolkata Steel Depot,Delhi NCR,26.2,71639,30158,3986,1857,69603,2036,2.84,1465,62.6,1
LR-2025-080878,2025-09-07,HR-23-AA-1580,19,Trailer,Market,Jindal Steel,Durgapur Steel,Pune,15.9,78135,46286,3206,4616,68077,10058,12.87,1942,28.0,0
LR-2025-080879,2025-08-31,UP-17-AC-1575,16,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Chennai,22.0,43785,33495,4401,5087,45712,-1927,-4.4,2076,56.4,0
LR-2025-080880,2025-08-06,WB-11-BC-8616,25,LCV,Attached,AM/NS India,Bhilai Steel Plant,Bengaluru,22.2,57618,19967,3045,2192,49680,7938,13.78,2407,29.6,0
LR-2025-080881,2025-12-20,WB-69-BA-8560,16,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Hyderabad,13.5,86293,20268,5480,3649,90850,-4557,-5.28,1083,25.0,0
LR-2025-080882,2025-08-01,WB-75-CB-2238,32,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Ahmedabad,17.7,69424,27341,3560,2291,82112,-12688,-18.28,482,61.0,0
LR-2025-080883,2025-10-13,TN-24-CB-2817,28,Open,Attached,Shyam Steel,Kolkata Steel Depot,Jaipur,13.0,91025,22482,4741,1825,112822,-21797,-23.95,2242,30.4,0
LR-2025-080884,2025-11-16,MH-48-BB-3158,19,Trailer,Market,SRMB Steel,Durgapur Steel,Lucknow,17.1,37525,24084,5453,3427,47705,-10180,-27.13,443,24.1,0
LR-2025-080885,2025-12-02,UP-95-AA-5449,21,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Coimbatore,25.1,72516,47234,6067,3743,65289,7227,9.97,1118,37.0,0
LR-2025-080886,2025-07-12,RJ-50-AB-4680,19,LCV,Attached,JSW Steel,Bhilai Steel Plant,Surat,19.4,78197,23170,5468,3707,66856,11341,14.5,2848,61.8,2
LR-2025-080887,2025-11-19,GJ-54-BC-9848,21,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Indore,11.9,35579,20428,3338,2233,44996,-9417,-26.47,815,48.2,0
LR-2025-080888,2025-11-30,UP-65-CA-5678,32,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Mumbai,22.2,69194,45107,3845,3761,73508,-4314,-6.23,2657,40.0,3
LR-2025-080889,2025-11-21,MH-69-CA-1963,16,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Delhi NCR,20.0,67665,35644,4077,3668,75157,-7492,-11.07,1440,17.3,2
LR-2025-080890,2025-08-03,HR-82-AB-1532,25,Trailer,Market,NMDC Ltd,Durgapur Steel,Pune,15.6,62725,26560,3151,3590,74445,-11720,-18.68,1611,18.4,0
LR-2025-080891,2025-08-10,MH-60-AC-4233,21,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Chennai,30.1,82298,36258,5013,2901,93620,-11322,-13.76,2468,40.5,0
LR-2025-080892,2025-11-23,MH-83-CA-6219,21,LCV,Attached,Essar Steel,Bhilai Steel Plant,Bengaluru,18.6,36560,27701,5726,1839,37370,-810,-2.22,1068,19.7,0
LR-2025-080893,2025-11-16,WB-55-BC-1024,19,HCV,Market,Jindal Steel,Visakhapatnam Steel,Hyderabad,25.5,82724,18129,3049,1884,94137,-11413,-13.8,454,46.7,0
LR-2025-080894,2025-09-11,KA-40-AB-1079,16,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Ahmedabad,20.3,85988,23897,3296,2832,78393,7595,8.83,867,38.7,0
LR-2025-080895,2025-11-30,TN-82-AC-4851,19,Open,Attached,AM/NS India,Kolkata Steel Depot,Jaipur,23.9,71987,31208,4670,4839,90457,-18470,-25.66,2763,53.7,6
LR-2025-080896,2025-07-18,WB-59-AA-9876,32,Trailer,Market,Lloyds Metals,Durgapur Steel,Lucknow,16.6,71825,23387,5043,3541,81731,-9906,-13.79,2346,72.0,0
LR-2025-080897,2025-07-24,GJ-97-BA-5080,25,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Coimbatore,12.0,36662,24342,5761,2800,28829,7833,21.37,2205,20.6,0
LR-2025-080898,2025-11-30,RJ-98-BB-6402,28,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Surat,12.5,91827,38253,3414,1874,73855,17972,19.57,1154,51.6,2
LR-2025-080899,2025-09-22,MH-51-BA-5550,25,HCV,Market,SRMB Steel,Visakhapatnam Steel,Indore,18.1,77563,47260,4117,3336,59433,18130,23.37,2734,50.0,0
LR-2025-080900,2025-10-15,TN-65-CB-3429,32,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Mumbai,10.6,72142,21837,5054,2365,88237,-16095,-22.31,1473,65.3,2
LR-2025-080901,2025-08-07,HR-98-AC-3257,32,Open,Attached,JSW Steel,Kolkata Steel Depot,Delhi NCR,14.2,87091,47277,5243,4941,72497,14594,16.76,1563,70.2,0
LR-2025-080902,2025-08-10,RJ-74-AB-9140,21,Trailer,Market,SAIL Bokaro,Durgapur Steel,Pune,24.0,59629,26909,4715,2731,49682,9947,16.68,1848,51.7,0
LR-2025-080903,2025-10-28,RJ-68-AA-1137,21,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Chennai,11.3,54419,24206,5960,4093,45880,8539,15.69,951,46.9,0
LR-2025-080904,2025-09-07,HR-90-AC-6363,21,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Bengaluru,21.4,69976,36799,5526,3428,57410,12566,17.96,848,65.5,0
LR-2025-080905,2025-12-09,GJ-64-CA-1385,16,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Hyderabad,11.3,73427,33879,4939,2387,62406,11021,15.01,2257,20.9,0
LR-2025-080906,2025-11-09,MH-26-CA-2124,21,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Ahmedabad,11.4,91604,19924,5482,2883,105137,-13533,-14.77,2560,56.1,0
LR-2025-080907,2025-10-01,MH-43-BB-7255,32,Open,Attached,Essar Steel,Kolkata Steel Depot,Jaipur,10.5,82197,38018,5483,2527,80823,1374,1.67,971,70.8,0
LR-2025-080908,2025-10-08,TN-13-AB-2443,21,Trailer,Market,Jindal Steel,Durgapur Steel,Lucknow,14.5,48336,41982,4844,4745,58153,-9817,-20.31,1219,70.0,0
LR-2025-080909,2025-10-24,RJ-81-CA-2361,25,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Coimbatore,30.5,89400,29080,3468,3101,74866,14534,16.26,795,58.0,0
LR-2025-080910,2025-11-07,TN-67-AA-9345,25,LCV,Attached,AM/NS India,Bhilai Steel Plant,Surat,27.3,64071,43390,4238,4662,70956,-6885,-10.75,2019,69.4,3
LR-2025-080911,2025-07-17,KA-62-CB-9366,21,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Indore,26.1,52091,37231,4738,3713,66231,-14140,-27.14,709,53.1,0
LR-2025-080912,2025-12-20,WB-62-AB-9360,21,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Mumbai,20.0,75884,49678,4034,2396,65867,10017,13.2,894,29.2,3
LR-2025-080913,2025-12-10,GJ-63-CA-9973,19,Open,Attached,Shyam Steel,Kolkata Steel Depot,Delhi NCR,29.4,87195,27883,3155,3177,75766,11429,13.11,2152,63.2,1
LR-2025-080914,2025-09-23,GJ-83-AC-1281,25,Trailer,Market,SRMB Steel,Durgapur Steel,Pune,23.4,83231,36114,6081,2959,78675,4556,5.47,740,58.9,0
LR-2025-080915,2025-11-03,HR-77-AC-8595,19,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Chennai,9.6,80547,46117,3756,3056,86868,-6321,-7.85,1303,34.9,1
LR-2025-080916,2025-08-17,UP-18-BB-7877,28,LCV,Attached,JSW Steel,Bhilai Steel Plant,Bengaluru,10.0,52841,44552,4459,2863,53910,-1069,-2.02,454,35.4,0
LR-2025-080917,2025-11-07,HR-30-BC-6095,19,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Hyderabad,23.3,40603,36282,3136,5085,51823,-11220,-27.63,1143,29.8,0
LR-2025-080918,2025-10-05,TN-10-BA-9137,19,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Ahmedabad,11.6,80414,51111,4377,2016,77901,2513,3.13,619,27.3,0
LR-2025-080919,2025-07-24,KA-80-AA-2313,16,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Jaipur,26.5,79800,20125,2854,2659,69015,10785,13.52,1599,67.5,0
LR-2025-080920,2025-08-18,HR-85-CB-7798,16,Trailer,Market,NMDC Ltd,Durgapur Steel,Lucknow,25.9,41653,24878,5381,4903,36870,4783,11.48,1969,65.5,0
LR-2025-080921,2025-07-19,WB-74-BB-2614,28,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Coimbatore,23.1,57250,48582,6164,3945,63865,-6615,-11.55,1726,64.6,4
LR-2025-080922,2025-11-01,KA-53-BA-6532,28,LCV,Attached,Essar Steel,Bhilai Steel Plant,Surat,13.0,75201,25823,2892,3735,61864,13337,17.74,1061,47.3,1
LR-2025-080923,2025-12-23,KA-27-CB-1921,32,HCV,Market,Jindal Steel,Visakhapatnam Steel,Indore,14.3,88861,25336,4501,2233,88034,827,0.93,2127,17.5,1
LR-2025-080924,2025-08-25,UP-26-BA-7294,21,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Mumbai,19.6,41278,25904,4993,2610,48096,-6818,-16.52,2367,35.0,0
LR-2025-080925,2025-08-02,HR-10-AC-5698,28,Open,Attached,AM/NS India,Kolkata Steel Depot,Delhi NCR,9.8,63321,42008,6012,3241,77044,-13723,-21.67,2286,64.6,0
LR-2025-080926,2025-10-19,GJ-34-AC-4494,25,Trailer,Market,Lloyds Metals,Durgapur Steel,Pune,29.7,34965,28634,6176,2297,29659,5306,15.18,1980,48.8,2
LR-2025-080927,2025-09-17,RJ-68-BB-7527,32,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Chennai,19.4,59195,43489,6080,3612,63533,-4338,-7.33,1840,19.7,1
LR-2025-080928,2025-09-21,UP-21-BC-1899,32,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Bengaluru,11.9,41759,44645,4021,5172,37077,4682,11.21,974,37.8,0
LR-2025-080929,2025-09-21,WB-93-BB-3564,21,HCV,Market,SRMB Steel,Visakhapatnam Steel,Hyderabad,27.3,34632,25373,5339,4004,30239,4393,12.68,1289,48.4,0
LR-2025-080930,2025-12-07,MH-13-AA-5938,16,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Ahmedabad,25.0,90051,22888,6134,1863,82151,7900,8.77,1675,64.1,0
LR-2025-080931,2025-12-05,TN-70-BC-7359,32,Open,Attached,JSW Steel,Kolkata Steel Depot,Jaipur,15.6,40614,34060,3746,4535,38645,1969,4.85,1731,29.0,0
LR-2025-080932,2025-12-19,HR-45-CB-7891,21,Trailer,Market,SAIL Bokaro,Durgapur Steel,Lucknow,25.6,40125,28188,4809,3870,30561,9564,23.84,2777,60.1,3
LR-2025-080933,2025-10-21,RJ-51-AB-3241,28,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Coimbatore,25.7,42013,47428,4818,3149,38922,3091,7.36,783,23.5,1
LR-2025-080934,2025-08-16,HR-53-BC-5253,19,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Surat,17.4,84140,20989,5922,4550,88570,-4430,-5.27,2831,41.9,0
LR-2025-080935,2025-10-09,GJ-65-BC-5590,25,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Indore,25.7,59123,48707,3378,1950,45513,13610,23.02,1846,19.6,0
LR-2025-080936,2025-08-17,KA-25-BC-7295,21,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Mumbai,25.3,64191,49502,4977,4426,55580,8611,13.41,1321,42.9,2
LR-2025-080937,2025-10-03,GJ-39-AA-4042,25,Open,Attached,Essar Steel,Kolkata Steel Depot,Delhi NCR,15.7,48189,22777,4035,3861,39072,9117,18.92,1708,55.5,1
LR-2025-080938,2025-08-01,UP-52-BB-7462,32,Trailer,Market,Jindal Steel,Durgapur Steel,Pune,20.6,59121,27666,4646,2561,46463,12658,21.41,2653,44.9,0
LR-2025-080939,2025-09-05,GJ-27-AA-8296,32,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Chennai,28.2,36994,31557,3389,3758,36747,247,0.67,656,64.1,1
LR-2025-080940,2025-08-05,TN-70-CA-3266,21,LCV,Attached,AM/NS India,Bhilai Steel Plant,Bengaluru,22.2,56168,32279,4966,3566,48770,7398,13.17,2444,62.8,1
LR-2025-080941,2025-12-16,GJ-76-CA-4829,19,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Hyderabad,10.7,60636,39928,5995,3317,74332,-13696,-22.59,1343,30.5,0
LR-2025-080942,2025-07-22,UP-70-BA-7850,32,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Ahmedabad,11.3,35664,39454,5241,3640,39851,-4187,-11.74,2137,69.3,2
LR-2025-080943,2025-07-09,RJ-62-CB-1946,32,Open,Attached,Shyam Steel,Kolkata Steel Depot,Jaipur,19.4,54596,48367,4847,4710,46940,7656,14.02,1768,35.3,0
LR-2025-080944,2025-12-16,MH-77-BB-3411,19,Trailer,Market,SRMB Steel,Durgapur Steel,Lucknow,19.5,89740,44374,5870,2333,71794,17946,20.0,2245,56.8,0
LR-2025-080945,2025-07-12,UP-71-AB-2743,16,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Coimbatore,27.1,80279,42313,5467,3807,68362,11917,14.84,2124,50.0,6
LR-2025-080946,2025-12-09,GJ-30-BC-2868,21,LCV,Attached,JSW Steel,Bhilai Steel Plant,Surat,15.1,40986,44486,5163,4066,40163,823,2.01,1333,17.8,0
LR-2025-080947,2025-07-28,WB-36-AC-4066,16,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Indore,28.4,40787,45080,5129,5055,48719,-7932,-19.45,2631,16.8,12
LR-2025-080948,2025-09-13,GJ-73-AB-1992,25,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Mumbai,21.0,51441,22682,4645,3702,44027,7414,14.41,459,67.6,2
LR-2025-080949,2025-11-04,KA-15-BC-1176,16,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Delhi NCR,15.6,39268,30994,3654,2556,38013,1255,3.2,2072,62.8,0
LR-2025-080950,2025-10-27,HR-66-AC-5565,25,Trailer,Market,NMDC Ltd,Durgapur Steel,Pune,18.6,52327,33837,5074,1821,50019,2308,4.41,2591,28.4,0
LR-2025-080951,2025-10-01,GJ-17-AC-6731,28,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Chennai,24.8,82590,39302,3245,4662,79848,2742,3.32,1276,57.3,0
LR-2025-080952,2025-08-19,UP-79-AB-3622,28,LCV,Attached,Essar Steel,Bhilai Steel Plant,Bengaluru,12.0,64278,43402,3710,3225,72272,-7994,-12.44,575,32.7,2
LR-2025-080953,2025-11-21,TN-63-CB-7473,32,HCV,Market,Jindal Steel,Visakhapatnam Steel,Hyderabad,16.5,87549,29248,4658,2480,86079,1470,1.68,2644,52.1,0
LR-2025-080954,2025-10-17,RJ-12-CB-1009,28,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Ahmedabad,27.5,47461,46498,4034,5142,50585,-3124,-6.58,391,39.4,0
LR-2025-080955,2025-12-18,UP-15-AA-2692,28,Open,Attached,AM/NS India,Kolkata Steel Depot,Jaipur,29.7,57814,29256,5237,1990,66592,-8778,-15.18,1059,26.4,0
LR-2025-080956,2025-10-08,MH-89-AA-5579,21,Trailer,Market,Lloyds Metals,Durgapur Steel,Lucknow,20.9,58340,20267,5195,2722,67899,-9559,-16.38,1090,66.3,0
LR-2025-080957,2025-11-09,WB-31-BA-6857,16,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Coimbatore,10.4,46610,42526,5470,5098,41417,5193,11.14,1737,35.3,8
LR-2025-080958,2025-10-27,RJ-46-BC-1547,19,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Surat,27.5,41439,51049,6130,4070,44815,-3376,-8.15,2674,32.0,2
LR-2025-080959,2025-10-22,MH-30-BB-5035,25,HCV,Market,SRMB Steel,Visakhapatnam Steel,Indore,28.8,74880,45967,3341,1829,64449,10431,13.93,2581,17.5,0
LR-2025-080960,2025-07-11,MH-25-AC-5414,21,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Mumbai,11.4,82524,21770,4619,4995,85821,-3297,-4.0,1745,58.1,0
LR-2025-080961,2025-07-19,UP-17-AB-3337,19,Open,Attached,JSW Steel,Kolkata Steel Depot,Delhi NCR,29.8,91315,44311,3611,2108,98447,-7132,-7.81,2350,41.7,1
LR-2025-080962,2025-12-20,TN-33-BB-2522,28,Trailer,Market,SAIL Bokaro,Durgapur Steel,Pune,13.8,52209,47369,4200,4348,44024,8185,15.68,780,48.8,0
LR-2025-080963,2025-10-26,HR-71-BC-4803,32,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Chennai,17.9,63251,45757,3922,3739,50571,12680,20.05,1684,24.5,3
